reclat,reclon,
42.97325, -78.83205,
42.94327, -78.81340,
40.74624, -73.98895,
40.78096, -73.96232,
42.97322, -78.83204,
42.94326, -78.81337,
40.74625, -73.98895,
40.78074, -73.96236,
42.97322, -78.83207,
42.94324, -78.81338,
40.74599, -73.98849,
40.78073, -73.96238,
42.97320, -78.83205,
42.94325, -78.81341,
40.74583, -73.98823,
40.78068, -73.96238,
42.97321, -78.83203,
42.94323, -78.81340,
40.74567, -73.98797,
40.78064, -73.96240,
42.97324, -78.83202,
42.94325, -78.81342,
40.74574, -73.98810,
40.78041, -73.96245,
42.97326, -78.83200,
42.94326, -78.81339,
40.74544, -73.98761,
40.78039, -73.96248,
42.97324, -78.83203,
42.94325, -78.81337,
40.74535, -73.98744,
40.78038, -73.96250,
42.97325, -78.83205,
42.94324, -78.81340,
40.74535, -73.98745,
40.78036, -73.96254,
42.97324, -78.83206,
42.94327, -78.81339,
40.74524, -73.98725,
40.78034, -73.96256,
42.97323, -78.83205,
42.94328, -78.81342,
40.74517, -73.98715,
40.78034, -73.96260,
42.97325, -78.83204,
42.94329, -78.81340,
40.74513, -73.98708,
40.78034, -73.96263,
42.97323, -78.83204,
42.94330, -78.81337,
40.74508, -73.98700,
40.78035, -73.96265,
42.97325, -78.83205,
42.94328, -78.81336,
40.74507, -73.98702,
40.78036, -73.96268,
42.97323, -78.83204,
42.94329, -78.81334,
40.74519, -73.98720,
40.78037, -73.96273,
42.97324, -78.83207,
42.94332, -78.81331,
40.74530, -73.98736,
40.78039, -73.96277,
42.97324, -78.83204,
42.94333, -78.81329,
40.74535, -73.98743,
40.78041, -73.96280,
42.97322, -78.83203,
42.94331, -78.81328,
40.74539, -73.98750,
40.78042, -73.96282,
42.97324, -78.83201,
42.94330, -78.81332,
40.74546, -73.98760,
40.78043, -73.96286,
42.97326, -78.83200,
42.94331, -78.81333,
40.74540, -73.98753,
40.78043, -73.96290,
42.97325, -78.83203,
42.94330, -78.81335,
40.74537, -73.98749,
40.78043, -73.96293,
42.97324, -78.83201,
42.94330, -78.81335,
40.74532, -73.98743,
40.78043, -73.96295,
42.97322, -78.83200,
42.94329, -78.81335,
40.74529, -73.98741,
40.78046, -73.96296,
42.97324, -78.83199,
42.94327, -78.81333,
40.74528, -73.98740,
40.78048, -73.96295,
42.97326, -78.83201,
42.94329, -78.81333,
40.74532, -73.98745,
40.78050, -73.96294,
42.97324, -78.83202,
42.94328, -78.81330,
40.74535, -73.98749,
40.78052, -73.96293,
42.97322, -78.83203,
42.94327, -78.81330,
40.74534, -73.98747,
40.78055, -73.96292,
42.97320, -78.83204,
42.94327, -78.81331,
40.74534, -73.98747,
40.78058, -73.96291,
42.97318, -78.83206,
42.94325, -78.81333,
40.74534, -73.98747,
40.78059, -73.96288,
42.97319, -78.83203,
42.94323, -78.81334,
40.74515, -73.98727,
40.78060, -73.96284,
42.97320, -78.83205,
42.94324, -78.81331,
40.74512, -73.98724,
40.78062, -73.96281,
42.97322, -78.83206,
42.94325, -78.81329,
40.74510, -73.98724,
40.78050, -73.96305,
42.97320, -78.83205,
42.94326, -78.81325,
